name                                                                                       , price         , link                                                         , shop            , details                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Type, Model, Processor Brand, Processor, RAM  , Storage, GPU     , Screen, Color , OS
Lenovo V15 G2 IJL | Intel N4500 | 8Go RAM | 256Go SSD                                      , "735,000 DT"  , https://barbechli.tn/product/d3eb83c0df39c71698f017b5677c99cf, mytek           , "Écran 15.6"" Full HD - Processeur: Intel Celeron N4500 (1.10 GHz up to 2.80 GHz, 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 1 an"                                                                                                                                                                                                                                      ,     ,      , Intel          ,          , 8 Go , 8 Go   ,         , "6""" , Noir  , 
PC Portable LENOVO IdeaPad 1 15ALC7 AMD RYZEN 7 8Go 512G SSD - Gris                        , "1 495,000 DT", https://barbechli.tn/product/43d907f939b280d4bb75910827badc66, mytek           , "Écran 15.6"" Full HD, IPS - Processeur: AMD Ryzen™ 7 5700U (1.8 GHz up to 4.3 GHz Turbo max, 8 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 8 Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: AMD Radeon Graphics avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation et lecteur de carte - Couleur: Gris nuage - Garantie: 2 ans"                                                                                                                                                                                             ,     ,      , AMD            ,          , 8 Go , 8 Go   ,         , "6""" , Gris  , 
PC Portable LENOVO IdeaPad 1 15ALC7 AMD RYZEN 7 8Go 512Go SSD - Bleu                       , "1 495,000 DT", https://barbechli.tn/product/34aac6a1c09117208a40eb5762df93f0, mytek           , "Ecran 15.6"" Full HD - Processeur: AMD Ryzen™ 7 5700U (1.8 GHz up to 4.3 GHz Turbo max, 8 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 12Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: AMD Radeon Graphics avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/microphone (3,5 mm), 1x connecteur d'alimentation et lecteur de carte - Couleur: Bleu - Garantie: 2 ans"                                                                                                                                                                                                           ,     ,      , AMD            ,          , 12Go , 12Go   ,         , "6""" , Bleu  , 
PC Portable LENOVO IdeaPad 1 15ALC7 AMD RYZEN 7 16Go 512Go SSD - Gris                      , "1 605,000 DT", https://barbechli.tn/product/044e8abdb1e42962fde1c90bcf5ef59f, mytek           , "Ecran 15.6"" Full HD - Processeur: AMD Ryzen™ 7 5700U (1.8 GHz up to 4.3 GHz Turbo max, 8 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: AMD Radeon Graphics avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/microphone (3,5 mm), 1x connecteur d'alimentation et lecteur de carte - Couleur: Bleu - Garantie: 2 ans"                                                                                                                                                                                                                  ,     ,      , AMD            ,          , 16Go , 16Go   ,         , "6""" , Bleu  , 
PC Portable LENOVO IdeaPad 1 15ALC7 AMD RYZEN 7 8Go 512G SSD - Gris                        , "1 495,000 DT", https://barbechli.tn/product/5e5f4a7eb60cac83415dcded50b2d675, mytek           , "Écran 15.6"" Full HD, IPS - Processeur: AMD Ryzen™ 7 5700U (1.8 GHz up to 4.3 GHz Turbo max, 8 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: AMD Radeon Graphics avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation et lecteur de carte - Couleur: Gris nuage - Garantie: 2 ans"                                                                                                                                                                                                   ,     ,      , AMD            ,          , 16 Go, 16 Go  ,         , "6""" , Gris  , 
Lenovo V15 G4 IRU | intel i3-1315U | 8Go RAM | 512Go SSD                                   , "1 328,000 DT", https://barbechli.tn/product/afe4dc012e923b9b56bc73d66a50bc65, mytek           , "Écran 15.6"" Full HD - Processeur: Intel Core i3-1315U (Up to 4.5 GHz Turbo max, 10Mo de mémoire cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans"                                                                                                                                                                                                                                  ,     ,      , Intel          ,          , 12 Go, 12 Go  ,         , "6""" , Noir  , 
PC Portable ASUS Vivobook 15 X1504VA Intel Core 3 100U 8Go 512G SSD - Bleu                 , "1 229,000 DT", https://barbechli.tn/product/af999707940428efe70e83e6871152ab, mytek           , "Écran 15.6"" Full HD - Processeur: Intel® Core™ 3 100U (Up to 4,7 GHz Turbo max, 10Mo Mémoire cache, Hexa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 16 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: Intel® Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combinée 3,5 mm, 1x Entrée CC - Clavier chiclet - Couleur: Bleu - Garantie: 1 an"                                                                                                                                                                                                                                    ,     ,      , Intel          ,          , 16 Go, 16 Go  ,         , "6""" , Bleu  , 
Lenovo V15 G4 IRU | intel i3-1315U | 8Go RAM | 512Go SSD                                   , "1 328,000 DT", https://barbechli.tn/product/0e4ee42778622549f14214fdfc3c35a8, mytek           , "Écran 15.6"" Full HD - Processeur: Intel Core i3-1315U (Up to 4.5 GHz Turbo max, 10Mo de mémoire cache, Hexa-Core) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 16 Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans"                                                                                                                                                                                                                           ,     ,      , Intel          ,          , 16 Go, 16 Go  ,         , "6""" , Noir  , 
Pc Portable DELL Vostro 3530 i7 13è Gén 32Go 512G SSD - Noir                               , "2 219,000 DT", https://barbechli.tn/product/e9a168b114128cd552fc740025ed18ff, mytek           , "Écran 15.6"" Full HD, 120Hz - Processeur: Intel Core i3-1305U (Up to 4,50 GHz Turbo max, 10 Mo de mémoire cache, 5-Cores) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 32 Go - Disque dur: 512Go SSD - Carte graphique: Intel UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque et Lecteur de carte mémoire SD 3.0 - Couleur: Noir - Garantie: 1 an"                                                                                                                                                                                                                                            ,     ,      , Intel          ,          , 32 Go, 32 Go  ,         , "6""" , Noir  , 
PC Portable HP 15-fd0041nk i5 13è Gén 8Go 512Go SSD - Silver & Bleu                        , "1 655,000 DT", https://barbechli.tn/product/168a94399549bc478a6d93d125875e88, mytek           , "Écran 15.6"" Full HD - Processeur: Intel Core i5-1334U (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4-3200 MHz - Disque Dur: 512Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x prise adaptateur secteur Smart Pin, 1x prise combinée casque/microphone - Clavier complet gris clair rétroéclairé avec pavé numérique - Couleur: Silver et Bleu - Garantie: 1 an"                                                                                                                                                                   ,     ,      , Intel          ,          , 8 Go , 8 Go   ,         , "6""" , gris  , 
Lenovo V15 G4 IRU | Intel i5-13420H | 8Go RAM | 512Go SSD                                  , "1 539,000 DT", https://barbechli.tn/product/7fe86127415a2c05b6de134142792a9b, mytek           , "Écran 15.6"" Full HD - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max, 12Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 24 Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans"                                                                                                                                                                                                                         ,     ,      , Intel          ,          , 24 Go, 24 Go  ,         , "6""" , Noir  , 
Pc Portable DELL Inspiron 15 3535 AMD RYZEN 7 16G 1To SSD - Noir                           , "1 839,000 DT", https://barbechli.tn/product/5cf9e4bd07b0457e4d6e5625bafa6298, mytek           , "Écran 15.6"" Full HD, IPS 120Hz - Processeur: AMD Ryzen™ 7 7730U (2 GHz up to 4.5 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque dur: 1To SSD - Carte graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB-A 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (données uniquement), 1x USB 2.0, 1x HDMI 1.4, 1x Prise jack pour casque et Lecteur de carte SD - Couleur: Noir - Garantie: 1 an"                                                                                                                                                                                                                                    ,     ,      , AMD            ,          , 16 Go, 16 Go  ,         , "6""" , Noir  , 
PC Portable LENOVO IdeaPad 1 15IAU7 i7 12è Gén 16G 512Go SSD - Bleu                        , "1 999,000 DT", https://barbechli.tn/product/9f31b6be2d29d8f5eabf8cf12dabde4a, mytek           , "Ecran 15.6"" Full HD - Processeur: Intel Core i5-1235U (up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 16Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 2 ans"                                                                                                                                                                                                                                            ,     ,      , Intel          ,          , 16Go , 16Go   ,         , "6""" , Bleu  , 
PC PORTABLE ASUS X515FA I3 10È GÉN 4GO 1TO - SILVER                                        , "1 349,000 DT", https://barbechli.tn/product/8be8b7f104924f1adc9f9ec1d62b23ca, jacaranda       , "Écran 14"" HD - Processeur: Intel Core i3-10110U (2.10 GHz up to 4.10 GHz, 4Mo Mémoire cache, Dual-Core) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 4 Go - Disque Dur: 1 To - Carte Graphique: Intel HD Graphics avec Wifi, Bluetooth, 1x USB Type-C 3.2 Gen 1, 2x USB Type-A 2.0, 1x USB Type-A 3.2 Gen 1, 1x DC-in, 1x HDMI 1.4 et Lecteur de carte Micro SD - Clavier Chiclet - Couleur: Silver - Garantie: 1 an"                                                                                                                                                                                                                                                          ,     ,      , Intel          ,          , 4 Go , 4 Go   ,         , "14""", Silver, 
Pc Portable ASUS VivoBook M3502QA-MA034W AMD Ryzen 7 - 8Go - 512Go SSD -Noir               , "2 409,000 DT", https://barbechli.tn/product/263362f17316518019f906e27ef3fb5c, jacaranda       , "Écran 15.6"" Full HD - Processeur: AMD Ryzen™ 3 3250U (2.6 GHz up to 3.5 GHz Turbo max, 4 Mo Mémoire cache, Dual-Core) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 2 Type-C, 2x USB 3.2 Gen 2 Type-A, 1x HDMI 1.4, 1x VGA Port (D-Sub), 1x RJ45, 1x 3.5mm Combo Audio Jack - Clavier Chiclet - Couleur: Noir Étoile - Garantie: 1 an"                                                                                                                                                                                                        ,     ,      , AMD            ,          , 8 Go , 8 Go   ,         , "6""" , Noir  , 
Pc portable Dell Latitude 5550 / Ultra 5 125U / 16 Go DDR5 / 512 Go SSD / Silver           , "3 109,000 DT", https://barbechli.tn/product/64930970969de58ed0ce07293424a13d, tunisianet      , "Écran 15.6"" Full HD (1920 x 1 080 px), 60 Hz, IPS, antiéblouissement - Processeur Intel Core Ultra 5 125U, (jusqu‘à 4.3 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Graphics intégrée - Webcam infrarouge FHD HDR - 2x Thunderbolt 4 USB-C - 3x USB 3.2 - 1x HDMI 2.1 - 1x port audio universel - 1 port Ethernet RJ45 - 1x logement de carte microSD - 2x Haut-parleurs stéréo avec technologie Realtek Waves MaxxAudio 4 W - Wi-Fi 6E - Bluetooth 5.3 - FreeDos - Couleur Silver - Garantie 1 an"                                                                                                                                 ,     ,      , Intel          ,          , 8 Go , 8 Go   ,         , "6""" , rouge , 
Pc Portable Dell Latitude 3440 i5 13 gén 8 Go 512 Go SSD                                   , "2 529,000 DT", https://barbechli.tn/product/8b4c82d79561be9fc3b9399b67f239e2, tunisianet      , "Ecran 14"" FHD - Processeur Intel Core i5-1335U, up to 4.6 Ghz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque 256 Go SSD - Carte graphique Intel Iris Xe - Clavier rétroéclairé - Wifi 6 - Bluetooth - 1x USB-C- 2x USB 3.2 Gén 1 - 1x USB 3.2 Gén 1 (PowerShare) - RJ-45 - HDMI - Jack audio - Webcam FHD - Garantie 1 an"                                                                                                                                                                                                                                                                                                                                                                   ,     ,      , Intel          ,          , 8 Go , 8 Go   ,         , "14""",       , 
Apple Macebook Air M2 8Go / 256 Go SSD / Bleu Midnight Avec APPLE Magic Mouse              , "3 859,000 DT", https://barbechli.tn/product/649503b07ea51169f7133f47444b25ae, tunisianet      , "Écran Liquid Retina 15.3"" avec True Tone - Puce Apple M2 - Processeur 8 cœurs, (GPU à 10 cœurs et moteur neuronal à 16 cœurs) - Mémoire 8 Go - Disque SSD 256 Go - Caméra FaceTime HD 1080p - Port de charge MagSafe 3 - 2x Thunderbolt/USB 4 - USB-C - Prise casque - Magic Keyboard rétroéclairé avec Touch ID - Bluetooth - Wi-Fi 6 - Couleur Bleu Midnight - Garantie 1 an"                                                                                                                                                                                                                                                                                                               ,     ,      , Apple          ,          , 8 Go , 8 Go   ,         , "3""" , Bleu  , 
PC PORTABLE LENOVO THINKPAD I5-1335U / 16 Go / 512SSD / AVEC SAC LENOVO OFFERT             , "2 509,000 DT", https://barbechli.tn/product/b48beb964743034dc1708d34608bcb38, tunisianet      , "Ecran 14 IPS WUXGA - Processeur Intel Core i5-1335U , 13è Génération, up to 4.60 Ghz, 12 Mo de mémoire cache - Mémoire 24 Go - Disque 512GB SSD M.2 2242 PCIe - Webcam FHD 1080p - USB 3.2 Type-C - 2x USB Type-A 3.2 - USB 2.0 - HDMI - Ethernet (RJ-45) - Wifi - Bluetooth - Couleur Gris - Garantie 2 ans AVEC SAC LENOVO OFFERT"                                                                                                                                                                                                                                                                                                                                                           ,     ,      , Intel          ,          , 24 Go, 24 Go  ,         ,       , Gris  , 
Pc Portable ASUS Zenbook S 13 OLED / Ultra 7 155U / 32 Go / 1 To SSD / Windows 11 / Gris   , "4 999,000 DT", https://barbechli.tn/product/bde6ab114da12accc38228c6662dab10, tunisianet      , "Écran OLED 14"", 3K (2 880 x 1 800) - Taux de rafraîchissement: 120 Hz - Processeur Intel Core Ultra 7 155U, (jusqu’à 4.8 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go LPDDR5X - Disque SSD M.2 NVMe 1 To - Carte graphique Intel Arc Graphics ( Intel AI Boost NPU) - Caméra FHD avec fonction IR, Avec obturateur de confidentialité - Clavier Chiclet rétroéclairé - Wi-Fi 6E - Bluetooth 5.3 - 1x USB 3.2 - 2x Thunderbolt 4 - 1x HDMI 2.1 TMDS - 1x prise audio combinée 3,5 mm - Windows 11 - Couleur Silver - Garantie 2 ans"                                                                                                                                                           ,     ,      , Intel          ,          , 16 Go, 16 Go  ,         , "14""", Silver, 
PC PORTABLE LENOVO THINKPAD I5-1335U / 24 Go / 512SSD / AVEC SAC LENOVO OFFERT             , "2 549,000 DT", https://barbechli.tn/product/57861088db61a3ba7bb2e7f9bd664f44, tunisianet      , "Ecran 14 IPS WUXGA - Processeur Intel Core i5-1335U , 13è Génération, up to 4.60 Ghz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 512GB SSD M.2 2242 PCIe - Webcam FHD 1080p - USB 3.2 Type-C - 2x USB Type-A 3.2 - USB 2.0 - HDMI - Ethernet (RJ-45) - Wifi - Bluetooth - Couleur Gris - Garantie 2 ans AVEC SAC LENOVO OFFERT"                                                                                                                                                                                                                                                                                                                                                           ,     ,      , Intel          ,          , 16 Go, 16 Go  ,         ,       , Gris  , 
PC Portable LENOVO ThinkPad E16 Gén 1 i5 13è Gén 24G 512Go SSD - Noir                      , "2 785,000 DT", https://barbechli.tn/product/9f85d97068244285ef974067727adc79, mytek           , "Ecran 16"" WUXGA, IPS - Processeur: Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 24 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt™ 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm) - Clavier Rétroéclairé - Lecteur d'empreintes digitales Style tactile - Couleur: Noir - Garantie: 2 ans"                                                                                                                                  ,     ,      , Intel          ,          , 24 Go, 24 Go  ,         , "16""", Noir  , 
Lenovo ThinkPad E16 Gen 2 | Ultra 5 125U | 8Go RAM | 512Go SSD                             , "2 895,000 DT", https://barbechli.tn/product/f93c0216f31b31307937d35c98985bad, mytek           , "Ecran 16"" WUXGA, IPS - Processeur: Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 8 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt™ 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm) - Clavier Rétroéclairé - Lecteur d'empreintes digitales Style tactile - Couleur: Noir - Garantie: 2 ans"                                                                                                                                   ,     ,      , Intel          ,          , 8 Go , 8 Go   ,         , "16""", Noir  , 
PC Portable ASUS Vivobook S14 Flip i7 13è Gén 8Go 512Go SSD - Silver                       , "3 059,000 DT", https://barbechli.tn/product/76738580e45519eb9b4ba0068d814c2e, mytek           , "Écran 14"" WUXGA, IPS Tactile - Processeur: Intel Core i5-13500H (Up to 4.7 GHz Turbo max, 18Mo de mémoire cache, 12-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C, 1x HDMI 2.1, 1x prise audio combo 3,5 mm, 1x entrée CC - Clavier chiclet rétroéclairé - Couleur: Silver - Garantie: 1 an"                                                                                                                                                                                                          ,     ,      , Intel          ,          , 8 Go , 8 Go   ,         , "14""", Silver, 
Dell Vostro 5630 16 pouces Core i5-1340P 16 Go de RAM 512 Go SSD RTX 2050 Win 11 Pro       , "2 750,000 DT", https://barbechli.tn/product/e91cda162f3e0c44d8ef534a0cb0639c, jacaranda       , "Écran 16"" FULL HD - Processeur: Intel Core i7-1360P(3,70 / 5,0 GHz) - Système d'exploitation:Windows 11 Professionnel - Mémoire RAM: 16 Go DDR4 - Disque dur: 512 Go SSD - Carte graphique: Nvidia GeForce RTX 2050 avec WiFi, Bluetooth, 1x USB Type-C 3.2 Gen 1, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45 et Lecteur de carte SD - Couleur: Gris - Garantie: 1 an SUR COMMANDE"                                                                                                                                                                                                                                                                                                  ,     ,      , Intel          ,          , 16 Go, 16 Go  , RTX 2050, "16""", Gris  , 
Pc portable Asus Zenbook 14 AMD Ryzen 7 16Go 512Go SSD - Gris (UM5401QA-KP243W)            , "3 299,000 DT", https://barbechli.tn/product/400cdf444e1502c6fcfbd139da117861, jacaranda       , "Écran 14"" FULL HD - Processeur: AMD Ryzen 7-4700U ( 2.0 GHz up to 4.1GHz, 8 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 10 Pro - Mémoire RAM: 16 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel HD Graphics avec WiFi, Bluetooth, 1x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 2.0 Type-A, 2x USB 3.2 Gen 2 Type-C ,1x HDMI 2.1, 1x Combo Audio Jack 3.5mm, 1x Lecteur De Carte Micro SD, Clavier Chiclet Rétroéclairé - Couleur: Gris - Garantie: 1 an"                                                                                                                                                                                              ,     ,      , AMD            ,          , 16 Go, 16 Go  ,         , "14""", Gris  , 
PC Portable ASUS ExpertBook B1 B1502 i5 13ème Gén 24Go 512Go SSD - Noir                    , "1 979,000 DT", https://barbechli.tn/product/f0666c698fd36573678f5096153c617c, mytek           , "Écran 15.6'' Full HD - Processeur: Intel Core i7-1355U (Up to 5 GHz Turbo max, 12 Mo Mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1x USB 3.2 Gen 2 Type-C, 1x HDMI 1.4, 1x RJ45, 1x prise audio combinée 3,5 mm - Clavier chiclet rétroéclairé - Couleur: Noir - Garantie: 1 an"                                                                                                                                                                                                             ,     ,      , Intel          ,          , 24 Go, 24 Go  ,         ,       , Noir  , 
PC PORTABLE ASUS ZENBOOK AMD RYZEN 7 16GO 512GO SSD - GRIS                                 , "3 699,000 DT", https://barbechli.tn/product/d0463a98e7fe17f8bedd8b75147a1ca0, jacaranda       , "Ecran 14"" HD - Processeur AMD Ryzen 3 3250U, up to 3.5 Ghz, 4 Mo de mémoire cache - Mémoire 4 Go - Disque 1 To - AMD Radeon Graphics - Lecteur de cartes - Wifi - Bluetooth - USB 3.2 - USB-C - 2x USB 2.0 - HDMI - Webcam avec Micro - Couleur Gris - Windows 10 - Garantie 1 an"                                                                                                                                                                                                                                                                                                                                                                                                            ,     ,      , AMD            ,          , 4 Go , 4 Go   ,         , "14""", Gris  , 
Pc Portable LENOVO IdeaPad 3 15ALC6 Ryzen 3. - 4Go - 256Go SSD -Bleu                       , "985,000 DT"  , https://barbechli.tn/product/a071b49d5dde87d2f76b09fba86cfa79, jacaranda       , "Ecran 15.6 Full HD - Processeur: AMD Ryzen™ 3 5300U (2.6 GHz up to 3.8 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-3200 - Disque Dur: 256 Go SSD - Carte Graphique: AMD Radeon intégrée avec Wifi - Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Gris - Garantie: 1 an"                                                                                                                                                                                                                                              ,     ,      , AMD            ,          , 4 Go , 4 Go   ,         ,       , Gris  , 
PC PORTABLE LENOVO IDEAPAD L3 I3 10GÉN 4GO 1TO BLEU                                        , "1 289,000 DT", https://barbechli.tn/product/e4fe8986fdf9386d8c99f6d4ffcd39b4, jacaranda       , "Écran 15,6"" HD (1366x768) TN 220nits Antireflet, Processeur : Intel Core i3-1005G1 (2C / 4T, 1,2 / 3,4 GHz, 4 Mo) - Système D'exploitation: Windows 10 Édition Familiale 64, Français - Mémoire Ram: 4 Go DDR4 - Disque Dur: 1To - Carte Graphique: Carte graphique Intel UHD intégrée avec Wifi et Bluetooth 0.5 - Couleur: Gris - Garantie: 1 an"                                                                                                                                                                                                                                                                                                                                           ,     ,      , Intel          ,          , 4 Go , 4 Go   ,         , "6""" , Gris  , 
PC PORTABLE LENOVO IDEAPAD L3 I3 10GÉN 4GO 1TO GRIS                                        , "1 359,000 DT", https://barbechli.tn/product/26dbe22b420a1b585043b222fd972c65, jacaranda       , "Écran 15,6"" HD (1366x768) TN 220nits Antireflet, Processeur : Intel Core i3-1005G1 (2C / 4T, 1,2 / 3,4 GHz, 4 Mo) - Système D'exploitation: Windows 10 Édition Familiale 64, Français - Mémoire Ram: 4 Go DDR4 - Disque Dur: 1To - Carte Graphique: Carte graphique Intel UHD intégrée avec Wifi et Bluetooth 0.5 - Couleur: Bleu - Garantie: 1 an"                                                                                                                                                                                                                                                                                                                                           ,     ,      , Intel          ,          , 4 Go , 4 Go   ,         , "6""" , Bleu  , 
PC PORTABLE LENOVO IDEAPAD L3 15IML05 I7 10É GÉN 8GO 1TO - GRIS                            , "2 269,000 DT", https://barbechli.tn/product/9e7586cff5425616d3f1033b229031e8, jacaranda       , "Ecran 15.6"" HD - Processeur: Intel core i7-10510U (1.8 GHz, 4.5 GHz, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: Free dos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1To+128 Go SSD - Carte graphique: NVIDIA GeForce MX330 avec (2 Go de mémoire dédiée) avec Wi-Fi et Bluetooth - Couleur: Gris - Garantie: 1 an"                                                                                                                                                                                                                                                                                                                                                               ,     ,      , Intel          ,          , 8 Go , 8 Go   ,         , "6""" , Gris  , 
